0,0,210,115,5,1000,50
1,0,210,115.01,10,4800,400
2,0,210,666.41,15,6800,50
3,0,210,818.07,50,5200,200
4,0,210,975.05,5,5300,50
5,0,210,809.64,5,800,200
6,0,210,547.1,35,9600,300
7,0,210,990.78,30,6550,50
8,0,210,545.56,40,8000,500
9,0,210,386.64,5,3600,400
10,0,210,769.78,40,4000,500
11,0,210,370.69,50,7600,400
12,0,210,789.32,5,9100,350
13,0,210,397.25,25,4800,400
14,0,210,361.1,15,1800,200
15,0,210,618.55,45,1000,500
16,0,210,1051.32,30,3300,300
17,0,210,1136.17,25,1050,150
18,0,210,1095.94,5,3900,300
19,0,210,401.78,50,4800,300
20,0,210,1088.91,5,8000,400
21,0,210,971.79,10,6900,50
22,0,210,1013.64,35,7600,400
23,0,210,1149.44,45,3150,150
24,0,210,478.3,30,8700,300
25,0,210,541.5,45,4200,150
26,0,210,671.11,25,1800,150
27,0,210,274.1,30,450,450
28,0,210,668.16,25,7500,500
29,0,210,688.99,45,8750,350
30,0,210,280.36,15,1600,400
31,0,210,209.17,15,4150,50
32,0,210,142.82,40,2500,500
33,0,210,302.23,20,6750,450
34,0,210,270.6,35,4000,200
35,0,210,632.23,10,8700,300
36,0,210,725.76,50,1500,300
37,0,210,1132.72,25,5700,100
38,0,210,375.95,25,9750,250
39,0,210,245.44,10,6400,200
40,0,210,246.15,35,8050,350
41,0,210,371.52,25,2200,200
42,0,210,144.37,50,1500,250
43,0,210,1095.65,25,8900,100
44,0,210,210.4,10,3700,50
45,0,210,376.91,10,4800,400
46,0,210,476.76,25,9450,450
47,0,210,789.45,15,9100,350
48,0,210,373.88,45,5250,250
49,0,210,736.41,45,4800,400
50,0,210,1099.67,35,8250,250
51,0,210,828.1,40,10000,500
52,0,210,996.06,15,5400,300
53,0,210,222.05,25,9000,300
54,0,210,570.44,40,7200,450
55,0,210,943.75,40,400,400
56,0,210,1032.04,30,750,250
57,0,210,853.39,25,7000,350
58,0,210,321.54,50,9000,450
59,0,210,677.99,10,10000,250
60,0,210,338.08,25,5200,200
61,0,210,1027.36,25,8250,250
62,0,210,492.94,15,2000,500
63,0,210,767.56,35,50,50
64,0,210,915.42,40,4200,200
65,0,210,821.38,35,8400,150
66,0,210,848.73,45,850,50
67,0,210,905.75,35,2250,150
68,0,210,198.9,20,9500,500
69,0,210,518.5,15,3150,350
70,0,210,919.06,40,3000,250
71,0,210,315.76,5,9900,100
72,0,210,367.6,45,4000,100
73,0,210,737.05,10,1800,450
74,0,210,1137.51,15,1050,150
75,0,210,342.09,35,8050,350
76,0,210,835.61,40,6650,350
77,0,210,173.42,30,3300,150
78,0,210,839.33,10,5600,400
79,0,210,688.3,30,7200,200
80,0,210,263.05,10,8750,250
81,0,210,956.73,30,3200,400
82,0,210,255.07,30,6000,200
83,0,210,651.22,25,3750,150
84,0,210,521.77,25,4000,250
85,0,210,404.07,5,2600,200
86,0,210,810.3,35,7500,300
87,0,210,860.99,50,9500,250
88,0,210,447.81,25,6900,300
89,0,210,530.9,35,2000,500
90,0,210,808.55,20,5400,300
91,0,210,973.26,5,6450,150
92,0,210,680.25,50,9750,150
93,0,210,370.37,45,4900,350
94,0,210,960.7,5,7100,100
95,0,210,847.6,25,7800,300
96,0,210,1141.24,35,7650,150
97,0,210,292.17,5,1000,250
98,0,210,283.79,50,7600,400
99,0,210,566.7,5,5400,300
100,0,210,184.19,30,2200,200
101,0,210,514.27,35,7350,350
102,0,210,672.51,15,4050,450
103,0,210,825.12,20,1050,50
104,0,210,654.19,40,600,150
105,0,210,188.11,10,3200,400
106,0,210,167.37,25,5250,250
107,0,210,577.12,10,8400,150
108,0,210,834.98,30,3500,350
109,0,210,174.49,50,300,300
110,0,210,1001.16,5,5000,200
111,0,210,711.34,40,5600,350
112,0,210,151.83,10,2000,500
113,0,210,478.61,35,1400,350
114,0,210,687.21,50,8400,200
115,0,210,1123.35,15,4350,150
116,0,210,956.5,45,7650,150
117,0,210,834.18,25,6750,150
118,0,210,235.65,15,5500,100
119,0,210,121.29,10,4500,300
120,0,210,200.39,35,8400,200
121,0,210,242.96,50,850,50
122,0,210,626.54,40,3000,500
123,0,210,487.25,40,7500,250
124,0,210,810.42,35,400,400
125,0,210,353.64,15,6600,300
126,0,210,753.19,20,2400,150
127,0,210,790.87,10,1600,400
128,0,210,164.31,35,9500,100
129,0,210,616.13,35,500,500
130,0,210,729.32,40,750,250
131,0,210,572.09,30,800,400
132,0,210,573.29,50,3500,250
133,0,210,576.54,40,1800,150
134,0,210,500.56,50,3000,500
135,0,210,187.8,10,1800,300
